id,licenseplatenumber,color,yearofproduction,price,modelid
40031,usolygj,gold,2015,67596,913
40032,czrovbv,lime,2009,94885,446
40033,jzvruea,azure,2002,27244,176
40034,xedzjbv,silver,2003,48006,775
40035,ccrveqx,green,1990,31222,998
40036,huszdoa,black,2013,30102,351
40037,khhludt,green,1992,15338,637
40038,kpcebfn,"sky blue",1998,60231,994
40039,emtarxk,teal,2011,59604,971
40040,bqnsgpk,plum,2003,63422,211
40041,pqfqfvo,"sky blue",2014,19265,312
40042,ypamcwa,white,2001,18492,984
40043,ihqjksh,turquoise,2012,90526,402
40044,sknnjmq,ivory,1991,70195,131
40045,dhqamef,cyan,2002,78153,213
40046,rxyjhtw,turquoise,2012,88996,578
40047,ykpzhxy,silver,2005,68284,682
40048,aiituig,orange,2003,50742,439
40049,sotqten,pink,2000,91433,511
40050,olpmgmz,blue,1991,83718,296
40051,esqdclq,lime,2016,28040,234
40052,sdlblfm,lavender,1998,81528,799
40053,toiaavu,azure,1992,27826,427
40054,tmawtrd,purple,1993,62127,190
40055,vapazry,blue,1995,65373,584
40056,omkleij,black,1999,58239,750
40057,vgrwlng,green,1991,5128,625
40058,giloabz,turquoise,1992,84320,694
40059,vswakil,magenta,2001,56087,361
40060,wlyysfn,orchid,2012,38109,736
40061,zkuqdua,fuchsia,2016,99273,340
40062,rpxreev,fuchsia,1995,46875,747
40063,abbaill,gold,1996,40077,209
40064,sbezfqm,cyan,1997,76443,924
40065,atwqkks,magenta,1994,32020,68
40066,ujabvgh,azure,1993,33126,191
40067,luhflgg,white,1992,21756,580
40068,zxphhku,"mint green",2002,91073,399
40069,axwhoxf,maroon,2016,27644,885
40070,ocvztyk,maroon,1999,66843,411
40071,uxaunws,orchid,2016,18484,479
40072,hodcmng,orchid,1997,74697,550
40073,mesrrws,magenta,2003,60628,528
40074,zqcmlfy,gold,2002,76980,803
40075,xhigjih,tan,2002,7344,766
40076,kbplezg,teal,2004,74072,613
40077,biwhfzu,indigo,2007,94549,373
40078,xzzixfd,purple,2012,8393,438
40079,ilupvqp,plum,1991,44793,96
40080,reirkwq,salmon,1994,74740,221
40081,bhrwbzd,turquoise,1992,52761,650
40082,lfkaxnh,indigo,2008,7447,223
40083,umkixzd,cyan,2015,20444,138
40084,qitxeqe,plum,2006,29840,226
40085,fwzelzf,gold,2015,8601,157
40086,bpjhhay,ivory,2007,35761,393
40087,rdiulot,olive,1990,51099,846
40088,pkvczjq,turquoise,2001,96550,447
40089,kzcqide,orange,2011,86416,217
40090,nbfilld,ivory,1997,73819,462
40091,fwsvvgh,cyan,2007,90063,423
40092,guniluf,green,1995,48347,802
40093,qqahqme,"sky blue",2011,96266,561
40094,nwqcmqa,blue,1995,29766,745
40095,tmgywck,white,1998,80913,551
40096,bfthroz,teal,2002,29073,721
40097,tiuprtc,teal,2007,96580,312
40098,ijavckp,orchid,2015,31452,935
40099,ymrakaw,blue,1992,37791,390
40100,zihqwrl,red,2005,4795,449
40101,okcppaw,red,1992,34023,522
40102,oqgyfuz,lavender,1996,68355,67
40103,azlyphv,lavender,1997,61278,131
40104,oeujpyv,lavender,1995,17155,106
40105,dpmycky,lime,2013,68706,878
40106,naoecem,maroon,2005,28332,541
40107,bgwhmoj,turquoise,2016,20015,843
40108,mmwxpcq,turquoise,2004,80224,772
40109,ogfvtba,turquoise,2005,40153,698
40110,lupryxk,fuchsia,1997,49384,696
40111,xrldlrm,orchid,2016,15963,813
40112,nyniaaf,cyan,2007,40819,150
40113,qgvzyje,plum,1992,95071,63
40114,kkuajyn,white,2014,12482,158
40115,zgkbihh,ivory,1992,72438,53
40116,blxkgcp,lavender,2012,77511,158
40117,fnyexsd,plum,2004,82104,506
40118,zxmkdkn,silver,2002,83194,509
40119,uklwnnc,silver,2011,86445,655
40120,pkoirta,fuchsia,1997,65222,138
40121,drwbyok,gold,1991,60484,88
40122,ofdmocc,turquoise,2015,86342,570
40123,evuwoql,lavender,2013,12421,199
40124,iftzmuy,cyan,2002,7718,459
40125,igdvgjn,lime,1991,44929,836
40126,tctvryv,fuchsia,2002,55292,759
40127,bvremfr,violet,1991,68296,202
40128,izbkkaf,grey,2016,41292,81
40129,ilrmfbv,grey,1993,79941,301
40130,zquldxf,purple,2012,47541,359
40131,oxpjdwg,white,2004,29087,926
40132,wxdmfin,green,1998,21237,641
40133,qsppdar,orchid,2007,52478,978
40134,orytkwv,yellow,1991,39582,25
40135,beijbya,purple,2016,26335,347
40136,dabxdoy,maroon,1992,66957,245
40137,qwbmyfz,cyan,1997,65685,379
40138,ufqkyir,indigo,2003,66337,510
40139,uownfqv,olive,1995,91673,133
40140,nhqklhl,fuchsia,2013,37770,242
40141,wcphced,yellow,2007,3784,853
40142,dccykjm,olive,2007,68599,686
40143,lcwdfcn,turquoise,1996,89588,714
40144,ewucrky,red,1998,7740,722
40145,dggomes,plum,1997,32125,94
40146,jqqykwx,"sky blue",2001,34494,725
40147,pbafvfz,yellow,1998,21537,766
40148,bupixxh,"mint green",2010,54379,973
40149,flqeyoa,blue,2005,7584,399
40150,bkfhgog,azure,2007,53380,918
40151,cccvtin,silver,2008,93795,806
40152,mkopxdj,pink,1996,73095,476
40153,yalcfwf,"mint green",2012,84268,262
40154,zwvyhhy,orchid,1990,14508,646
40155,kbnvfup,purple,1990,15585,831
40156,zwprjji,orchid,2008,40006,154
40157,ykcvbhr,green,2011,17943,423
40158,mpyoxge,teal,1993,8866,928
40159,vzicqio,purple,2002,78545,560
40160,kdacmiy,turquoise,2006,92954,833
40161,fypukmj,maroon,2007,31419,556
40162,ccmrokp,tan,2005,14541,679
40163,tzhwmku,plum,1993,88745,462
40164,amevkep,azure,1991,17490,698
40165,qwvgarl,white,1999,96906,627
40166,mxjwmue,"mint green",2007,17913,752
40167,nvrdprd,"sky blue",2006,42166,256
40168,dmkmpom,silver,2006,58379,998
40169,xtxhfpr,green,2011,68392,195
40170,rrisprh,teal,1993,10029,54
40171,jqpimar,tan,1990,95259,563
40172,bygcajb,fuchsia,2016,67029,314
40173,qcyzcii,orange,2001,39481,635
40174,krpdgih,olive,1995,21870,600
40175,ulzyblj,lavender,1994,35652,704
40176,xeszjzs,green,1996,27966,53
40177,obuvlus,fuchsia,2010,74912,463
40178,usswpnz,indigo,2016,75172,769
40179,wroeuvd,silver,2004,21712,560
40180,zpibaqs,silver,1996,37558,948
40181,jxjxatf,"mint green",1995,78319,911
40182,jgkqqul,gold,2011,81988,614
40183,atdtfzp,azure,1992,36822,793
40184,nkpdbfm,blue,2011,50534,427
40185,lvblnhz,blue,2012,12261,997
40186,zuoszqk,violet,1994,21373,54
40187,dxzckil,green,2013,83143,711
40188,bxqwnyw,fuchsia,1999,72049,387
40189,yekglei,lime,2004,79189,450
40190,otttxbx,turquoise,1992,60429,530
40191,oudtsxf,purple,1994,82444,154
40192,vjrpsbb,tan,2006,12676,320
40193,grapogg,tan,1997,17511,129
40194,lfezypy,lavender,2008,28666,600
40195,prvyhau,teal,2009,66592,595
40196,avajeni,"mint green",2012,37778,212
40197,kaueidc,ivory,2001,34663,396
40198,ruqhcen,teal,2012,43209,790
40199,ufgltsg,black,2015,83852,806
40200,cayqlld,fuchsia,2007,43548,286
40201,ebbaxut,lavender,1994,65446,253
40202,syfaoih,silver,2002,70344,419
40203,vszblkb,plum,2017,81491,526
40204,xbnxrke,"mint green",2005,43487,159
40205,ccqybpm,salmon,1995,26879,536
40206,ikwwgcq,"mint green",1996,80999,924
40207,arokxos,fuchsia,1995,77710,902
40208,hynpvbd,teal,2014,52187,34
40209,sktvnlb,orchid,2003,29926,828
40210,yhgooky,orange,2002,81075,684
40211,rbudfhn,turquoise,2008,27176,454
40212,yealhfm,yellow,1992,13654,860
40213,hvztjjz,"mint green",1993,47228,83
40214,ojktyjk,azure,2003,80510,868
40215,tqepzas,white,2012,25987,585
40216,nkaqjac,teal,1997,92222,708
40217,raolkns,tan,2003,67696,949
40218,gdocisi,black,2000,67731,334
40219,buzsnal,black,1999,28034,228
40220,piawcgd,orange,2006,95769,152
40221,kppeekx,magenta,2003,97171,297
40222,eubkebu,azure,1999,16124,509
40223,admxaay,white,2001,72035,562
40224,qhpzubf,cyan,1992,49466,834
40225,xlkqsbw,green,1995,58352,913
40226,kznlttq,azure,1991,89049,197
40227,utxhaco,pink,2003,20912,831
40228,jwgidyy,plum,2000,99370,531
40229,igfopwl,maroon,1998,89947,772
40230,zanqwda,ivory,1996,48858,937
40231,oypvbof,gold,2003,73536,932
40232,jcjluvq,pink,1992,44190,815
40233,jocpwqu,plum,2010,18511,59
40234,vivgevh,"sky blue",2003,55605,396
40235,ufrksub,olive,2001,65992,335
40236,ogbfqrc,olive,2008,80823,127
40237,ejzwpmx,olive,2001,43424,648
40238,kcjnvwh,ivory,1993,69642,147
40239,wqvcjjf,teal,2008,97749,31
40240,uocirbz,gold,2010,79579,847
40241,xhncgbv,tan,2013,73339,618
40242,hbhmkfe,orchid,2013,52572,791
40243,paiwihz,indigo,1993,62231,843
40244,qbogkvy,maroon,1990,27466,272
40245,hhevfcu,"mint green",2008,77917,890
40246,yalqobl,gold,1994,82182,761
40247,xcnrxvh,turquoise,2003,72163,284
40248,cgasyyx,purple,2003,98405,741
40249,khqcwfs,violet,2005,95923,116
40250,dtiejvk,orchid,1998,35141,141
40251,oczhqee,olive,2002,75763,227
40252,meuhdhl,gold,2013,75190,665
40253,yrpwfnz,salmon,1991,11735,854
40254,ieybmfr,purple,1998,61475,885
40255,vxuxmst,plum,2002,11774,697
40256,ivcsilc,cyan,2011,23106,1
40257,icuktrs,fuchsia,2008,92335,212
40258,zszvcew,silver,2008,67380,405
40259,qczqdgk,white,2007,86967,584
40260,zixuadc,"mint green",1990,19150,779
40261,oprgjkd,magenta,2003,46462,299
40262,bfkffzx,grey,2004,89992,675
40263,nfvrtxy,fuchsia,2015,84529,318
40264,ngcrors,azure,1992,5610,142
40265,ydqbsxm,green,2009,52940,613
40266,skfqrsd,violet,2000,21093,561
40267,ipbaxms,orchid,2013,18645,449
40268,gdfeuwi,grey,2004,93895,772
40269,gxywuqi,maroon,1998,34738,153
40270,yrgynia,azure,2000,5826,400
40271,tfacxgq,yellow,2008,71322,463
40272,jegcmrw,violet,1999,4414,403
40273,akwxwmt,green,1991,8446,592
40274,ewrqlyu,pink,2017,77338,510
40275,oqnstrh,violet,2008,26236,277
40276,gmjsuyp,indigo,2015,91518,133
40277,fogvimr,lime,1993,15899,182
40278,ikixztt,green,1995,67298,846
40279,qtgepks,orange,2002,33736,44
40280,fajhqmp,salmon,2012,63521,47
40281,xrmdbka,red,1999,68100,6
40282,oumsggk,black,1996,30521,142
40283,nehcvcc,purple,2004,33256,890
40284,ctrroeg,orchid,2012,25017,947
40285,wrgmflc,turquoise,1999,73238,315
40286,kftawvd,azure,2011,65792,861
40287,fctrclu,maroon,2006,61426,837
40288,hpdirsk,white,2016,50430,895
40289,fltxnix,maroon,1993,81924,36
40290,tsrjypy,cyan,1991,74168,389
40291,xuifuom,tan,1999,50617,304
40292,ghxfxfb,red,2011,29069,748
40293,sfktata,lavender,2016,28162,558
40294,zxoyljk,gold,1998,98366,301
40295,posuvsi,"mint green",1990,32959,473
40296,yymwodx,black,2000,43382,683
40297,bqtsvxj,magenta,2007,6047,151
40298,otdgaan,"sky blue",2007,69017,794
40299,fjhvoau,turquoise,2005,97755,516
40300,mkamxwh,black,2000,65772,221
40301,kvyaudw,azure,2003,18094,377
40302,qbixngl,tan,2001,47162,530
40303,nltlrrj,silver,1997,18713,853
40304,hcdjicj,lime,2012,39614,175
40305,lsiapeq,"mint green",2009,5401,689
40306,nkvqmya,orange,2010,23253,95
40307,gqjrgla,lavender,2000,8852,961
40308,pvprpbr,orchid,2000,37666,661
40309,hohwovv,violet,2002,67601,114
40310,ajpwhrm,olive,2004,35216,286
40311,wwzsntf,plum,2003,32332,121
40312,nuqhcps,silver,2003,47717,351
40313,ywdsxor,indigo,2013,67737,920
40314,zcaywpa,red,1998,2041,306
40315,pqvdakq,cyan,1998,70851,676
40316,hcvcblw,fuchsia,2000,45383,492
40317,wpytkip,turquoise,2000,63680,36
40318,mjufqkw,silver,2001,70217,457
40319,tpgckwe,"mint green",2011,29168,863
40320,elklxkr,orchid,2000,47570,893
40321,uktuokz,gold,2015,7705,427
40322,sfjfhww,violet,2002,25486,567
40323,aqosfeb,ivory,1999,36413,590
40324,mkrxemd,grey,2000,64275,144
40325,wfefsbq,lavender,2016,83209,99
40326,nuznrxr,silver,2000,19162,769
40327,hixshhb,olive,1993,74085,470
40328,rsfymux,green,2001,47020,998
40329,gbltlab,azure,2000,70110,347
40330,bvzuzbz,orchid,2004,73334,498
40331,suzuxei,violet,2009,15496,373
40332,ppcrqtf,azure,2013,26448,973
40333,ejltldl,tan,1991,83984,827
40334,uafouxe,grey,2007,61031,85
40335,uesjzqa,"mint green",1999,7756,459
40336,wmynmof,maroon,2003,73435,398
40337,idgalnk,cyan,2003,51507,493
40338,olxyhvy,tan,2008,21437,792
40339,tcnkfzy,blue,2014,97200,946
40340,bohtahp,purple,2014,72455,340
40341,tmaelfo,silver,1996,43406,720
40342,cjmhpev,violet,2007,31588,695
40343,zzeudkc,grey,1995,91246,848
40344,gmawafv,pink,2016,40352,254
40345,bxhuxdr,yellow,2013,36187,522
40346,mtuwbru,gold,2012,93804,456
40347,utdbvdc,"mint green",2005,57074,881
40348,thledzo,azure,1993,96765,165
40349,irzzkkx,cyan,2010,11082,511
40350,hwzgrsn,tan,1998,53559,234
40351,wijeczv,orange,2000,42767,281
40352,gbmtbkk,lavender,2003,46455,52
40353,vyalclb,silver,1999,20217,773
40354,rnpxueu,lime,1995,28646,795
40355,ypkucod,indigo,2009,46777,914
40356,gvqssls,olive,1994,24820,931
40357,vrtllur,"sky blue",1999,6473,966
40358,voeatww,cyan,2001,47654,541
40359,abqsvew,tan,2012,26921,833
40360,bcyrsia,orange,2011,24653,368
40361,tfauucx,grey,2005,94896,73
40362,qccodif,cyan,2010,55729,920
40363,sktdazc,fuchsia,1994,25586,444
40364,jkanlwj,tan,2006,57533,774
40365,qojhlgu,orange,1995,22341,689
40366,nogvgpx,magenta,2014,52522,548
40367,mlxdrbb,violet,2000,3258,19
40368,ptlgsmu,plum,1997,89889,221
40369,fkpzejp,"mint green",1994,90513,306
40370,lvvknis,silver,2009,76819,440
40371,yvjhazm,fuchsia,1997,8030,561
40372,pbyevuq,fuchsia,2008,71814,763
40373,yowelku,pink,2007,46364,901
40374,eiywoeu,salmon,1991,53826,719
40375,vnxknzn,lime,1998,35264,518
40376,delivvn,lime,2016,24493,259
40377,gokzudb,indigo,2016,24332,110
40378,pvjeeui,fuchsia,2000,53872,457
40379,ubpysjy,violet,1994,59518,89
40380,lqkjgst,orange,1994,32233,729
40381,iadhblg,yellow,1993,58950,16
40382,xhvhtuq,"sky blue",2016,22453,124
40383,iikamcq,orchid,1993,51201,100
40384,rgfkbae,black,1998,57378,809
40385,tvktppi,pink,2005,22341,600
40386,wvntxdw,lavender,1995,12175,994
40387,htanhov,olive,2015,50604,268
40388,tiochaa,tan,2008,36741,220
40389,bvftaqq,olive,1993,9460,666
40390,xvjliox,fuchsia,2010,4050,787
40391,ggvozdn,gold,2003,86417,981
40392,iqcltsz,yellow,2004,6601,229
40393,jyyiubm,magenta,1993,27496,500
40394,dggmcnq,tan,1995,29400,134
40395,rurzvta,orange,2007,81804,885
40396,fptyoaa,gold,2017,28358,33
40397,soqnieu,purple,2014,36601,200
40398,bnjcodz,lime,2008,49228,137
40399,jeilnky,tan,2000,87385,316
40400,tdzgwwp,pink,1998,94245,151
40401,gpbwksz,"sky blue",1998,85859,262
40402,tgaqqng,blue,2016,24619,809
40403,gbzhtfi,blue,1997,94174,426
40404,uuwqxby,violet,1994,86007,272
40405,czzbuer,"sky blue",2000,98725,137
40406,hqrraoj,grey,1997,15408,825
40407,dyafpis,purple,1996,48520,159
40408,nyqbnbc,black,1999,99315,283
40409,zxqkuoq,salmon,1991,40450,123
40410,rkbaudb,grey,2010,22210,110
40411,tbhrdpk,black,2008,17076,736
40412,chyplxl,lime,2017,90497,855
40413,iuahnha,fuchsia,1992,51163,43
40414,fdwgnat,violet,2014,28581,351
40415,rnxcunp,azure,2003,54446,788
40416,uwqeorj,indigo,1995,28926,967
40417,qahkzwy,red,1999,33693,426
40418,fqcrbgy,maroon,2015,52637,470
40419,fzmoged,maroon,2005,95643,46
40420,xvegqkc,"sky blue",2013,97381,191
40421,lysiepc,tan,1991,52261,912
40422,cjseeqt,blue,2001,21258,144
40423,pggvhgo,blue,1990,89048,752
40424,zylclgd,orchid,1998,69792,889
40425,mfchbdc,azure,2015,72607,3
40426,etecdru,cyan,2004,8137,781
40427,ritacdu,violet,2001,78419,703
40428,csfeezi,plum,2004,15144,491
40429,qokvmbd,violet,2017,33392,387
40430,pzgtkje,cyan,2013,2950,271
40431,pippffa,grey,1998,49254,519
40432,czwnntb,red,1992,87039,93
40433,hryxrad,white,2000,87980,181
40434,mqyyvvs,blue,2011,81943,839
40435,jpjwizw,"mint green",2001,60417,320
40436,sdatqut,magenta,1991,80113,284
40437,ytfxqre,gold,2012,80580,436
40438,fhaqioq,teal,1995,25120,980
40439,ytdlhtw,azure,2015,96916,211
40440,mwwphud,teal,1991,19288,649
40441,mtpwbyi,tan,2017,32675,238
40442,kmtmzmp,silver,2000,78019,605
40443,qevucpq,grey,2013,12923,984
40444,ckkmwez,yellow,2017,49112,733
40445,hevekgl,indigo,1996,8130,418
40446,lszljvg,magenta,1997,69120,254
40447,vykrygo,black,2013,42735,198
40448,quepybn,azure,1991,88405,260
40449,xnbpeuz,lime,1999,73227,830
40450,acahirb,lime,2003,72541,50
40451,gjinjsd,maroon,1990,43029,175
40452,bkwbdvh,ivory,2001,3068,709
40453,jaxuhxn,pink,1995,72708,955
40454,iuxjqao,white,1991,62794,439
40455,ttfntvr,fuchsia,2014,28404,738
40456,hmskzlw,violet,2008,40369,393
40457,dcdkjyc,yellow,2011,46711,633
40458,tfaqheg,"sky blue",2001,2876,676
40459,illnjzc,blue,1991,65874,823
40460,opxbdan,gold,2005,53067,336
40461,fwbibbp,"mint green",2010,36393,414
40462,vugkxor,olive,2016,7267,861
40463,zzyubmp,green,1994,12912,947
40464,zrvvblo,azure,1997,13990,825
40465,qkmffwq,green,1992,7654,551
40466,ntkcfwt,magenta,2010,26030,128
40467,bmvjnrq,turquoise,1997,34440,913
40468,eqfnncb,plum,1998,74589,73
40469,udgdrgc,"sky blue",2005,56685,55
40470,hrbdwul,indigo,2015,42705,132
40471,wngbfqv,fuchsia,2002,92478,765
40472,lydszex,"mint green",2014,56947,535
40473,pabxrvx,olive,2003,22989,770
40474,febyyvh,purple,1998,58790,18
40475,uavmtjy,lime,2000,74165,760
40476,efsiiki,grey,2007,64389,776
40477,diramoq,indigo,2007,36310,719
40478,royeqfr,cyan,1993,65141,811
40479,kodptbh,fuchsia,2010,5955,182
40480,buzsqfu,yellow,2012,83220,715
40481,ugpgwdr,red,2016,55930,485
40482,lpottof,grey,1996,42887,238
40483,zuyjyqp,blue,2016,78184,186
40484,exrvfyp,yellow,2014,83534,579
40485,bifotck,orchid,2007,25190,105
40486,ixfwvtd,azure,1993,36415,848
40487,jewlpki,fuchsia,2000,99335,550
40488,eymlzdl,lavender,2009,59997,284
40489,sjlzagt,maroon,1995,56765,532
40490,pgwcqpi,teal,2015,91201,371
40491,svfmcls,purple,1997,81746,560
40492,uyeherp,maroon,1992,34209,255
40493,dofwcyu,orange,2002,45454,910
40494,xapplca,gold,2011,32383,815
40495,aekoihy,gold,2016,4071,65
40496,llnsrnm,gold,1991,97207,785
40497,hvlodze,orchid,1993,62101,986
40498,angusnp,olive,2001,47620,851
40499,gupqcxc,maroon,2012,34010,654
40500,frtuudb,teal,2010,80778,700
40501,mlcztmp,white,2007,66091,885
40502,fwogtxu,fuchsia,1999,26304,681
40503,lsopttw,olive,2014,89008,927
40504,nmiafss,magenta,2007,28678,952
40505,mvaskhf,tan,2008,4538,93
40506,crlqjfn,indigo,2000,68697,272
40507,fcflubl,maroon,2000,83869,586
40508,ryhbjpo,magenta,2017,56877,729
40509,bocizds,blue,1991,43032,720
40510,jbfdkfi,lavender,1991,10309,666
40511,qnuhbkq,lavender,2012,80467,929
40512,guaiuhp,yellow,2014,54831,354
40513,zgmwpvv,cyan,2014,41700,152
40514,bnsxfkd,pink,2014,3823,789
40515,bkmsvyn,silver,2007,10210,67
40516,akhqyuc,cyan,2001,83386,377
40517,desoqwy,lavender,2006,81944,559
40518,ejydxji,green,1994,40179,835
40519,maxzrzd,azure,2006,19566,545
40520,xyrjelh,lavender,2001,21427,623
40521,ldcvgzj,black,1995,79150,804
40522,ukmuxsi,lime,2010,28534,210
40523,tzvnlvd,azure,2005,14563,604
40524,llseznn,indigo,1995,44704,117
40525,hxoumkl,red,2012,29086,682
40526,rnwkxwn,white,2014,14655,434
40527,qurggaj,purple,2006,94745,459
40528,yveenab,violet,1997,75728,234
40529,qyffmpa,azure,2006,78134,330
40530,xtsabwx,cyan,2013,30947,95
40531,qmtgjrm,ivory,2016,79050,829
40532,zuvwlmu,lavender,2007,80560,198
40533,mvzamjk,olive,1991,46388,163
40534,rixvbdi,orange,1993,22304,327
40535,fvllfat,black,2015,12861,460
40536,kisvqaw,orchid,1998,23815,416
40537,daqxyiz,pink,2003,63411,783
40538,lzukbgr,lime,1995,33757,214
40539,lvbczhf,"sky blue",2006,85665,784
40540,txnfscv,grey,2017,31303,72
40541,xdqijvz,ivory,2013,11346,553
40542,pvxsqfm,lime,2008,87961,244
40543,eszzhvg,yellow,1990,74833,12
40544,woctiyf,ivory,1997,63449,554
40545,uhgptem,"mint green",2005,38118,742
40546,yigfibr,turquoise,2002,66523,422
40547,cgqzamr,azure,2011,89887,862
40548,mvfghlu,maroon,2003,56491,206
40549,tqglalp,yellow,2012,43583,777
40550,qytctnb,"sky blue",2009,28109,422
40551,qxugron,purple,1994,75912,681
40552,lccmwoq,orange,1999,65316,29
40553,ygysfrd,teal,2001,15708,914
40554,hlbysoq,yellow,1997,15104,971
40555,qidxlvz,salmon,1990,97175,176
40556,vwkkxqm,white,2005,12877,356
40557,jfhbvpz,plum,1996,25264,96
40558,qktnhum,lavender,2013,46309,999
40559,jbewona,tan,1993,29147,75
40560,rbtvmam,salmon,2016,65155,984
40561,svcgyar,green,2009,24970,649
40562,skwsuil,pink,2004,16420,763
40563,nstfnfd,orange,1997,35742,878
40564,rngvjze,purple,1999,33872,335
40565,uojaebg,salmon,1993,6819,282
40566,nbjgltz,"mint green",2005,77686,866
40567,xokivto,fuchsia,2013,11374,345
40568,jvpxmfp,lavender,2006,4557,875
40569,zpixtmu,gold,1995,38977,686
40570,kiasorx,yellow,1995,51189,759
40571,ozrpqth,orchid,2013,77441,222
40572,xglynqx,silver,2000,16776,158
40573,bfhvowg,grey,1997,39160,691
40574,ckyzzvn,maroon,2010,9323,285
40575,ngaktct,cyan,1992,40823,875
40576,nchddwu,silver,1995,99125,496
40577,bqtimqo,"mint green",1995,71201,385
40578,zgnxnqt,red,2016,15620,557
40579,ajwebwy,gold,1996,98387,321
40580,lgszyio,purple,2002,7532,758
40581,vdllpxp,green,2002,76641,877
40582,amipbdw,plum,2003,91304,192
40583,hivwbps,orchid,1995,3250,165
40584,kzkemgq,yellow,1995,49601,954
40585,lxjrtue,lavender,2003,38718,267
40586,mvzkmrm,salmon,1991,16632,274
40587,monmcjv,orchid,2001,64023,942
40588,tzlpefg,grey,1991,94294,194
40589,ppjlrxa,turquoise,2005,97285,374
40590,osiiadd,purple,1996,53304,750
40591,fazxeod,lime,2008,95224,71
40592,fpbfgua,violet,2014,19835,613
40593,ljagfar,teal,2017,36455,421
40594,mgpgirb,teal,1991,34397,574
40595,qlbmwzj,blue,1997,38205,269
40596,kkmjgte,maroon,1998,86876,783
40597,awuuzcz,green,2015,48631,509
40598,mnulmhm,olive,2011,41547,517
40599,iklsjmd,plum,2013,4260,384
40600,dbuuahc,ivory,2015,28861,221
40601,ctnwfni,ivory,2004,37605,687
40602,uumqfkr,purple,2007,62593,470
40603,jznpfpr,blue,1993,73956,771
40604,ijseabv,green,2010,86825,914
40605,nbxlqwq,teal,1998,4270,284
40606,cevqbao,"mint green",1997,76936,570
40607,njvwnhw,teal,1997,31422,120
40608,cgsytan,red,1993,67355,745
40609,ebzludy,yellow,2008,70514,364
40610,ivvpghv,teal,1991,30465,480
40611,lvkwqoy,ivory,2001,54140,353
40612,drovrfn,cyan,1995,36325,812
40613,txhnzai,gold,1997,74951,51
40614,jttyinr,violet,2009,75717,884
40615,zxuchsh,indigo,2017,30413,175
40616,xjpbyel,turquoise,1998,28152,61
40617,wypsogq,orange,2009,39312,250
40618,hlxonqc,maroon,2001,3503,328
40619,pgzrdpb,lime,1994,63365,885
40620,upzxxww,gold,2008,11537,911
40621,tlkfiaz,pink,2010,80198,919
40622,ajpxwls,purple,1994,16349,844
40623,btyronq,olive,2001,56845,52
40624,yvkekgt,teal,1994,44033,554
40625,uoonplc,indigo,1993,76728,574
40626,tjluxwl,silver,2017,88906,22
40627,kxpjftj,"mint green",2013,19230,8
40628,uyuurar,tan,1998,93002,200
40629,kcdgdyj,teal,2017,76438,306
40630,sytcwon,white,2009,77566,984
40631,gxguvxg,red,2014,37045,637
40632,ghwqgxo,orange,1991,50721,392
40633,fghjilg,red,2012,37591,63
40634,rpmydqz,orange,2007,56805,77
40635,dnlkudj,olive,1998,41101,454
40636,smqheko,violet,1997,42277,872
40637,zxydfnb,teal,1992,19854,444
40638,kvuzjyz,"sky blue",2003,24184,185
40639,oyaotwb,lavender,1991,39477,24
40640,eyeqtxp,purple,2004,21672,354
40641,huebppl,turquoise,2007,6284,415
40642,zlxvmrv,turquoise,2001,60600,829
40643,otchxkk,azure,1990,49732,814
40644,legovbh,orange,2016,61396,143
40645,ndwdsmt,orchid,1996,21217,334
40646,xlzbace,olive,2000,68937,9
40647,hhhantm,green,2003,38714,383
40648,pvstgqe,ivory,2007,32582,117
40649,plnggen,pink,2007,34742,325
40650,gujkwfp,silver,1998,36223,401
40651,hzowybd,"sky blue",2005,46203,870
40652,wmpeykb,salmon,2005,36869,518
40653,dzsjysh,azure,1992,53511,172
40654,gpzuynl,violet,1995,36958,725
40655,efnxcur,black,2009,94198,879
40656,rftigfw,black,1998,69489,724
40657,tnzwmno,grey,1998,54485,397
40658,splyqzf,yellow,1992,56215,589
40659,vbbaipf,lavender,2000,7370,781
40660,yrdywjl,pink,2000,97232,766
40661,qkjpgvy,grey,1993,87800,350
40662,wrmpsws,violet,2010,68581,7
40663,rujipev,orchid,1990,94175,357
40664,pnzfxvx,lavender,2003,71363,916
40665,khgsekx,gold,1997,16883,748
40666,axsckdy,yellow,2002,25758,949
40667,scebhzh,teal,1996,8905,25
40668,kxklvfs,green,2011,55204,846
40669,lfpvxyl,yellow,2012,28130,662
40670,mvvydys,silver,1992,19868,631
40671,uddcfha,orange,2000,14286,84
40672,xczdhzy,ivory,2011,63158,550
40673,wuownit,azure,2012,69090,135
40674,kmjphsh,grey,1999,83389,923
40675,gemiesa,magenta,2010,24636,592
40676,wvhesav,tan,1998,57586,141
40677,pdumand,silver,2016,3610,440
40678,vksqiqu,indigo,1993,82137,503
40679,casdvap,purple,2013,72532,935
40680,udkifby,turquoise,1990,83197,852
40681,spslgxx,yellow,2004,81359,350
40682,pqpunsf,purple,1998,26567,635
40683,yjmsbjn,green,2011,82777,575
40684,qpysbtt,plum,2014,36494,586
40685,volkphm,"mint green",2009,39408,684
40686,yiahnnh,lime,1997,63214,67
40687,gschadj,indigo,1993,88476,417
40688,tddbcxk,"mint green",2004,91770,609
40689,qgjywqa,orchid,1995,21450,601
