id,pickupdate,returndate,customerid,vehicleid
20148,2020-04-13,2020-04-13,21883,33941
20149,2020-04-13,2020-04-13,22400,10361
20150,2020-04-13,2020-04-13,21531,26111
20151,2020-04-13,2020-04-13,5001,45521
20152,2020-04-13,2020-04-13,30550,31265
20153,2020-04-13,2020-04-13,14059,18563
20154,2020-04-13,2020-04-13,1526,15456
20155,2020-04-13,2020-04-13,18603,13717
20156,2020-04-13,2020-04-13,9462,18453
20157,2020-04-13,2020-04-13,2784,41462
20158,2020-04-13,2020-04-13,21261,15835
20159,2020-04-13,2020-04-13,20937,37927
20160,2020-04-13,2020-04-13,3951,29867
20161,2020-04-13,2020-04-13,17703,41820
20162,2020-04-13,2020-04-13,12315,35783
20163,2020-04-13,2020-04-13,19827,2091
20164,2020-04-13,2020-04-13,31672,26342
20165,2020-04-13,2020-04-13,29895,4540
20166,2020-04-13,2020-04-13,20101,21974
20167,2020-04-13,2020-04-13,20036,34870
20168,2020-04-13,2020-04-13,24454,31900
20169,2020-04-13,2020-04-13,8886,16603
20170,2020-04-13,2020-04-13,24146,29073
20171,2020-04-13,2020-04-13,22200,4012
20172,2020-04-13,2020-04-13,4676,51318
20173,2020-04-13,2020-04-13,8791,41527
20174,2020-04-13,2020-04-13,2682,36948
20175,2020-04-13,2020-04-13,19984,11304
20176,2020-04-13,2020-04-13,29332,49086
20177,2020-04-13,2020-04-13,31161,26719
20178,2020-04-13,2020-04-13,18937,44690
20179,2020-04-13,2020-04-13,14388,10015
20180,2020-04-13,2020-04-13,13444,11499
20181,2020-04-13,2020-04-13,25020,30777
20182,2020-04-13,2020-04-13,25174,1931
20183,2020-04-13,2020-04-13,10266,8175
20184,2020-04-13,2020-04-13,10368,28768
20185,2020-04-13,2020-04-13,10736,9557
20186,2020-04-13,2020-04-13,1270,8108
20187,2020-04-13,2020-04-13,14948,40433
20188,2020-04-13,2020-04-13,24509,36453
20189,2020-04-13,2020-04-13,21869,19112
20190,2020-04-13,2020-04-13,6887,1690
20191,2020-04-13,2020-04-13,21793,46493
20192,2020-04-13,2020-04-13,3561,38153
20193,2020-04-13,2020-04-13,19497,45287
20194,2020-04-13,2020-04-13,1181,44092
20195,2020-04-13,2020-04-13,17986,11685
20196,2020-04-13,2020-04-13,8201,18538
20197,2020-04-13,2020-04-13,17203,31734
20198,2020-04-13,2020-04-13,30367,43093
20199,2020-04-13,2020-04-13,8611,37467
20200,2020-04-13,2020-04-13,26250,35329
20201,2020-04-13,2020-04-13,19076,14408
20202,2020-04-13,2020-04-13,17372,8603
20203,2020-04-13,2020-04-13,30599,47651
20204,2020-04-13,2020-04-13,21948,16375
20205,2020-04-13,2020-04-13,16490,20743
20206,2020-04-13,2020-04-13,2932,7005
20207,2020-04-13,2020-04-13,9285,33969
20208,2020-04-13,2020-04-13,27322,18825
20209,2020-04-13,2020-04-13,26831,49177
20210,2020-04-13,2020-04-13,804,16527
20211,2020-04-13,2020-04-13,325,12058
20212,2020-04-13,2020-04-13,1176,37276
20213,2020-04-13,2020-04-13,13414,51260
20214,2020-04-13,2020-04-13,29093,45365
20215,2020-04-13,2020-04-13,29509,10864
20216,2020-04-13,2020-04-13,25198,27761
20217,2020-04-13,2020-04-13,11231,518
20218,2020-04-13,2020-04-13,19946,10036
20219,2020-04-13,2020-04-13,22892,16266
20220,2020-04-13,2020-04-13,26061,30309
20221,2020-04-13,2020-04-13,28585,48329
20222,2020-04-13,2020-04-13,19154,452
20223,2020-04-13,2020-04-13,26525,28503
20224,2020-04-13,2020-04-13,7548,40054
20225,2020-04-13,2020-04-13,13153,21762
20226,2020-04-13,2020-04-13,12597,36420
20227,2020-04-13,2020-04-13,12125,4232
20228,2020-04-13,2020-04-13,24661,49762
20229,2020-04-13,2020-04-13,25634,29463
20230,2020-04-13,2020-04-13,10109,427
20231,2020-04-13,2020-04-13,12383,6527
20232,2020-04-13,2020-04-13,20634,22864
20233,2020-04-13,2020-04-13,18791,3285
20234,2020-04-13,2020-04-13,935,29201
20235,2020-04-13,2020-04-13,19452,41502
20236,2020-04-13,2020-04-13,14198,15817
20237,2020-04-13,2020-04-13,589,48493
20238,2020-04-13,2020-04-13,1394,36540
20239,2020-04-13,2020-04-13,13308,12279
20240,2020-04-13,2020-04-13,14040,51325
20241,2020-04-13,2020-04-13,22741,28177
20242,2020-04-13,2020-04-13,31827,39041
20243,2020-04-13,2020-04-13,24764,27859
20244,2020-04-13,2020-04-13,27665,20447
20245,2020-04-13,2020-04-13,30373,37980
20246,2020-04-13,2020-04-13,18473,49714
20247,2020-04-13,2020-04-13,18732,35670
20248,2020-04-13,2020-04-13,18354,51061
20249,2020-04-13,2020-04-13,12206,19431
20250,2020-04-13,2020-04-13,9184,37925
20251,2020-04-13,2020-04-13,2831,816
20252,2020-04-13,2020-04-13,1363,19752
20253,2020-04-13,2020-04-13,31573,18686
20254,2020-04-13,2020-04-13,18390,20687
20255,2020-04-13,2020-04-13,8361,3678
20256,2020-04-13,2020-04-13,11751,19663
20257,2020-04-13,2020-04-13,3719,17408
20258,2020-04-13,2020-04-13,26591,11774
20259,2020-04-13,2020-04-13,4400,39815
20260,2020-04-13,2020-04-13,1265,7980
20261,2020-04-13,2020-04-13,14839,9836
20262,2020-04-13,2020-04-13,11794,40233
20263,2020-04-13,2020-04-13,6414,27417
20264,2020-04-13,2020-04-13,20175,34657
20265,2020-04-13,2020-04-13,9107,45211
20266,2020-04-13,2020-04-13,18246,21284
20267,2020-04-13,2020-04-13,27358,15061
20268,2020-04-13,2020-04-13,27475,10767
20269,2020-04-13,2020-04-13,2279,14181
20270,2020-04-13,2020-04-13,10280,1121
20271,2020-04-13,2020-04-13,28521,49569
20272,2020-04-13,2020-04-13,5908,8091
20273,2020-04-13,2020-04-13,19351,16040
20274,2020-04-13,2020-04-13,23684,27655
20275,2020-04-13,2020-04-13,3957,4277
20276,2020-04-13,2020-04-13,30858,9008
20277,2020-04-13,2020-04-13,31807,5351
20278,2020-04-13,2020-04-13,7425,2227
20279,2020-04-13,2020-04-13,7824,36053
20280,2020-04-13,2020-04-13,8782,37951
20281,2020-04-13,2020-04-13,18199,10448
20282,2020-04-13,2020-04-13,20111,2186
20283,2020-04-13,2020-04-13,21337,26860
20284,2020-04-13,2020-04-13,26529,7774
20285,2020-04-13,2020-04-13,5770,3208
20286,2020-04-13,2020-04-13,27435,39642
20287,2020-04-13,2020-04-13,5198,1748
20288,2020-04-13,2020-04-13,27979,24503
20289,2020-04-13,2020-04-13,15631,27074
20290,2020-04-13,2020-04-13,21124,21698
20291,2020-04-13,2020-04-13,19844,4733
20292,2020-04-13,2020-04-13,12204,45241
20293,2020-04-13,2020-04-13,29213,19568
20294,2020-04-13,2020-04-13,21513,46419
20295,2020-04-13,2020-04-13,8852,1602
20296,2020-04-13,2020-04-13,27290,44999
20297,2020-04-13,2020-04-13,18151,36712
20298,2020-04-13,2020-04-13,25461,10214
20299,2020-04-13,2020-04-13,3311,17697
20300,2020-04-13,2020-04-13,17885,27920
20301,2020-04-13,2020-04-13,13427,27736
20302,2020-04-13,2020-04-13,24396,1296
20303,2020-04-13,2020-04-13,25840,909
20304,2020-04-13,2020-04-13,8919,14371
20305,2020-04-13,2020-04-13,28959,1123
20306,2020-04-13,2020-04-13,21260,26942
20307,2020-04-13,2020-04-13,11133,4424
20308,2020-04-13,2020-04-13,16706,4135
20309,2020-04-13,2020-04-13,12225,21501
20310,2020-04-13,2020-04-13,17388,22925
20311,2020-04-13,2020-04-13,8095,12148
20312,2020-04-13,2020-04-13,23817,4306
20313,2020-04-13,2020-04-13,13732,24262
20314,2020-04-13,2020-04-13,10195,36943
20315,2020-04-13,2020-04-13,19893,1802
20316,2020-04-13,2020-04-13,25785,30761
20317,2020-04-13,2020-04-13,21938,24297
20318,2020-04-13,2020-04-13,27317,45299
20319,2020-04-13,2020-04-13,13886,15326
20320,2020-04-13,2020-04-13,24841,13166
20321,2020-04-13,2020-04-13,20880,16160
20322,2020-04-13,2020-04-13,28372,46035
20323,2020-04-13,2020-04-13,17142,41311
20324,2020-04-13,2020-04-13,940,30987
20325,2020-04-13,2020-04-13,2577,14398
20326,2020-04-13,2020-04-13,11988,9222
20327,2020-04-13,2020-04-13,27216,24922
20328,2020-04-13,2020-04-13,22836,20346
20329,2020-04-13,2020-04-13,28903,27982
20330,2020-04-13,2020-04-13,29944,39919
20331,2020-04-13,2020-04-13,15243,19023
20332,2020-04-13,2020-04-13,5608,30030
20333,2020-04-13,2020-04-13,27747,7116
20334,2020-04-13,2020-04-13,25372,32328
20335,2020-04-13,2020-04-13,27681,36443
20336,2020-04-13,2020-04-13,7496,45395
20337,2020-04-13,2020-04-13,28102,8181
20338,2020-04-13,2020-04-13,10299,34549
20339,2020-04-13,2020-04-13,11405,45957
20340,2020-04-13,2020-04-13,30841,45865
20341,2020-04-13,2020-04-13,19387,2541
20342,2020-04-13,2020-04-13,12095,44833
20343,2020-04-13,2020-04-13,1054,12639
20344,2020-04-13,2020-04-13,15781,51407
20345,2020-04-13,2020-04-13,11729,45478
20346,2020-04-13,2020-04-13,14785,791
20347,2020-04-13,2020-04-13,13742,4680
20348,2020-04-13,2020-04-13,28809,40332
20349,2020-04-13,2020-04-13,19485,4182
20350,2020-04-13,2020-04-13,16593,32014
20351,2020-04-13,2020-04-13,29164,47714
20352,2020-04-13,2020-04-13,30,50865
20353,2020-04-13,2020-04-13,21036,34372
20354,2020-04-13,2020-04-13,32036,29004
20355,2020-04-13,2020-04-13,22017,33086
20356,2020-04-13,2020-04-13,4453,50670
20357,2020-04-13,2020-04-13,2715,37455
20358,2020-04-13,2020-04-13,10560,36410
20359,2020-04-13,2020-04-13,24091,28344
20360,2020-04-13,2020-04-13,31469,37606
20361,2020-04-13,2020-04-13,8292,6285
20362,2020-04-13,2020-04-13,19782,24195
20363,2020-04-13,2020-04-13,9751,21192
20364,2020-04-13,2020-04-13,4343,32490
20365,2020-04-13,2020-04-13,26298,30183
20366,2020-04-13,2020-04-13,1594,42825
20367,2020-04-13,2020-04-13,24119,7074
20368,2020-04-13,2020-04-13,31420,14708
20369,2020-04-13,2020-04-13,21994,43674
20370,2020-04-13,2020-04-13,17314,22296
20371,2020-04-13,2020-04-13,15265,22556
20372,2020-04-13,2020-04-13,14349,42304
20373,2020-04-13,2020-04-13,19816,18783
20374,2020-04-13,2020-04-13,1159,28327
20375,2020-04-13,2020-04-13,5457,37950
20376,2020-04-13,2020-04-13,17301,2518
20377,2020-04-13,2020-04-13,11396,651
20378,2020-04-13,2020-04-13,26329,14003
20379,2020-04-13,2020-04-13,26092,42978
20380,2020-04-13,2020-04-13,5169,20968
20381,2020-04-13,2020-04-13,2870,37876
20382,2020-04-13,2020-04-13,29244,2852
20383,2020-04-13,2020-04-13,10601,20569
20384,2020-04-13,2020-04-13,23824,11348
20385,2020-04-13,2020-04-13,11216,20441
20386,2020-04-13,2020-04-13,28042,34141
20387,2020-04-13,2020-04-13,27561,41063
20388,2020-04-13,2020-04-13,2449,21689
20389,2020-04-13,2020-04-13,12138,48993
20390,2020-04-13,2020-04-13,11729,37766
20391,2020-04-13,2020-04-13,11045,41003
20392,2020-04-13,2020-04-13,31047,29945
20393,2020-04-13,2020-04-13,12614,21557
20394,2020-04-13,2020-04-13,24754,8050
20395,2020-04-13,2020-04-13,8872,3828
20396,2020-04-13,2020-04-13,15022,39206
20397,2020-04-13,2020-04-13,12709,48125
20398,2020-04-13,2020-04-13,27009,44952
20399,2020-04-13,2020-04-13,28122,29242
20400,2020-04-13,2020-04-13,28198,14462
20401,2020-04-13,2020-04-13,18887,34786
20402,2020-04-13,2020-04-13,29689,4263
20403,2020-04-13,2020-04-13,27996,41075
20404,2020-04-13,2020-04-13,23318,40252
20405,2020-04-13,2020-04-13,28538,48210
20406,2020-04-13,2020-04-13,11329,39270
20407,2020-04-13,2020-04-13,30837,15148
20408,2020-04-13,2020-04-13,2927,35462
20409,2020-04-13,2020-04-13,18661,31597
20410,2020-04-13,2020-04-13,8145,30955
20411,2020-04-13,2020-04-13,16651,3417
20412,2020-04-13,2020-04-13,21956,23264
20413,2020-04-13,2020-04-13,29864,49542
20414,2020-04-13,2020-04-13,28590,23534
20415,2020-04-13,2020-04-13,26932,2747
20416,2020-04-13,2020-04-13,13272,18126
20417,2020-04-13,2020-04-13,27091,23310
20418,2020-04-13,2020-04-13,6490,40336
20419,2020-04-13,2020-04-13,23153,26813
20420,2020-04-13,2020-04-13,17015,38524
20421,2020-04-13,2020-04-13,31611,10128
20422,2020-04-13,2020-04-13,17888,46024
20423,2020-04-13,2020-04-13,3404,1785
20424,2020-04-13,2020-04-13,31267,47721
20425,2020-04-13,2020-04-13,29045,40278
20426,2020-04-13,2020-04-13,20712,35462
20427,2020-04-13,2020-04-13,17936,4645
20428,2020-04-13,2020-04-13,17203,45925
20429,2020-04-13,2020-04-13,1180,36345
20430,2020-04-13,2020-04-13,18778,41162
20431,2020-04-13,2020-04-13,6388,45751
20432,2020-04-13,2020-04-13,16778,24661
20433,2020-04-13,2020-04-13,12429,12724
20434,2020-04-13,2020-04-13,31360,14717
20435,2020-04-13,2020-04-13,25681,26225
20436,2020-04-13,2020-04-13,9495,5547
20437,2020-04-13,2020-04-13,10413,7278
20438,2020-04-13,2020-04-13,7153,6498
20439,2020-04-13,2020-04-13,22840,25763
20440,2020-04-13,2020-04-13,17639,7099
20441,2020-04-13,2020-04-13,14274,18259
20442,2020-04-13,2020-04-13,22255,28407
20443,2020-04-13,2020-04-13,25357,32029
20444,2020-04-13,2020-04-13,19658,34991
20445,2020-04-13,2020-04-13,27544,11995
20446,2020-04-13,2020-04-13,8579,34548
20447,2020-04-13,2020-04-13,26463,43588
20448,2020-04-13,2020-04-13,27613,50268
20449,2020-04-13,2020-04-13,9035,49096
20450,2020-04-13,2020-04-13,23714,9922
20451,2020-04-13,2020-04-13,7046,44519
20452,2020-04-13,2020-04-13,17209,25883
20453,2020-04-13,2020-04-13,31661,17985
20454,2020-04-13,2020-04-13,8940,26954
20455,2020-04-13,2020-04-13,29954,7885
20456,2020-04-13,2020-04-13,12695,26359
20457,2020-04-13,2020-04-13,11144,18436
20458,2020-04-13,2020-04-13,15600,16371
20459,2020-04-13,2020-04-13,740,6401
20460,2020-04-13,2020-04-13,20323,48723
20461,2020-04-13,2020-04-13,1680,50755
20462,2020-04-13,2020-04-13,1744,12791
20463,2020-04-13,2020-04-13,7636,49979
20464,2020-04-13,2020-04-13,18492,4663
20465,2020-04-13,2020-04-13,30707,23173
20466,2020-04-13,2020-04-13,23881,48947
20467,2020-04-13,2020-04-13,30337,32228
20468,2020-04-13,2020-04-13,28868,23112
20469,2020-04-13,2020-04-13,22909,50579
20470,2020-04-13,2020-04-13,12557,35754
20471,2020-04-13,2020-04-13,13330,35161
20472,2020-04-13,2020-04-13,26726,18868
20473,2020-04-13,2020-04-13,18135,16729
20474,2020-04-13,2020-04-13,22446,32167
20475,2020-04-13,2020-04-13,9712,25116
20476,2020-04-13,2020-04-13,8683,47256
20477,2020-04-13,2020-04-13,8232,38125
20478,2020-04-13,2020-04-13,20955,42075
20479,2020-04-13,2020-04-13,15720,17315
20480,2020-04-13,2020-04-13,11441,4993
20481,2020-04-13,2020-04-13,27074,26070
20482,2020-04-13,2020-04-13,26176,24829
20483,2020-04-13,2020-04-13,24996,49283
20484,2020-04-13,2020-04-13,16770,25037
20485,2020-04-13,2020-04-13,15301,21851
20486,2020-04-13,2020-04-13,20724,5017
20487,2020-04-13,2020-04-13,16717,50085
20488,2020-04-13,2020-04-13,14624,14548
20489,2020-04-13,2020-04-13,27971,34001
20490,2020-04-13,2020-04-13,22482,13364
20491,2020-04-13,2020-04-13,17106,28102
20492,2020-04-13,2020-04-13,24974,4135
20493,2020-04-13,2020-04-13,9019,1215
20494,2020-04-13,2020-04-13,17927,50553
20495,2020-04-13,2020-04-13,3588,25026
20496,2020-04-13,2020-04-13,12162,33454
20497,2020-04-13,2020-04-13,30633,42096
20498,2020-04-13,2020-04-13,1576,1202
20499,2020-04-13,2020-04-13,31605,20211
20500,2020-04-13,2020-04-13,26006,34763
20501,2020-04-13,2020-04-13,20075,28932
20502,2020-04-13,2020-04-13,27210,29493
20503,2020-04-13,2020-04-13,26855,5595
20504,2020-04-13,2020-04-13,9720,13626
20505,2020-04-13,2020-04-13,13879,43237
20506,2020-04-13,2020-04-13,15053,10663
20507,2020-04-13,2020-04-13,17303,4732
20508,2020-04-13,2020-04-13,14869,24297
20509,2020-04-13,2020-04-13,968,29093
20510,2020-04-13,2020-04-13,6707,46851
20511,2020-04-13,2020-04-13,6669,31070
20512,2020-04-13,2020-04-13,14704,50302
20513,2020-04-13,2020-04-13,10926,23540
20514,2020-04-13,2020-04-13,30005,26796
20515,2020-04-13,2020-04-13,19029,13712
20516,2020-04-13,2020-04-13,23395,35877
20517,2020-04-13,2020-04-13,27566,3520
20518,2020-04-13,2020-04-13,21870,28299
20519,2020-04-13,2020-04-13,24684,13736
20520,2020-04-13,2020-04-13,30426,10764
20521,2020-04-13,2020-04-13,25227,39203
20522,2020-04-13,2020-04-13,8442,15804
20523,2020-04-13,2020-04-13,14634,36616
20524,2020-04-13,2020-04-13,6318,50693
20525,2020-04-13,2020-04-13,6914,22139
20526,2020-04-13,2020-04-13,12152,31580
20527,2020-04-13,2020-04-13,23833,10218
20528,2020-04-13,2020-04-13,6410,17053
20529,2020-04-13,2020-04-13,20202,33545
20530,2020-04-13,2020-04-13,31940,31356
20531,2020-04-13,2020-04-13,20190,31635
20532,2020-04-13,2020-04-13,3149,19354
20533,2020-04-13,2020-04-13,5558,38646
20534,2020-04-13,2020-04-13,24464,41591
20535,2020-04-13,2020-04-13,2232,23767
20536,2020-04-13,2020-04-13,7077,12401
20537,2020-04-13,2020-04-13,31660,39655
20538,2020-04-13,2020-04-13,7299,2609
20539,2020-04-13,2020-04-13,20168,3266
20540,2020-04-13,2020-04-13,31599,38730
20541,2020-04-13,2020-04-13,21559,28783
20542,2020-04-13,2020-04-13,5582,41806
20543,2020-04-13,2020-04-13,2494,43337
20544,2020-04-13,2020-04-13,13239,32619
20545,2020-04-13,2020-04-13,22216,46634
20546,2020-04-13,2020-04-13,3705,1049
20547,2020-04-13,2020-04-13,8997,43710
20548,2020-04-13,2020-04-13,20278,3235
20549,2020-04-13,2020-04-13,31056,21911
20550,2020-04-13,2020-04-13,22417,44426
20551,2020-04-13,2020-04-13,1074,2637
20552,2020-04-13,2020-04-13,13322,4290
20553,2020-04-13,2020-04-13,21839,21949
20554,2020-04-13,2020-04-13,23528,1644
20555,2020-04-13,2020-04-13,31259,5782
20556,2020-04-13,2020-04-13,21000,23575
20557,2020-04-13,2020-04-13,31004,8310
20558,2020-04-13,2020-04-13,25547,590
20559,2020-04-13,2020-04-13,28893,31139
20560,2020-04-13,2020-04-13,13126,49602
20561,2020-04-13,2020-04-13,19545,46285
20562,2020-04-13,2020-04-13,18465,11344
20563,2020-04-13,2020-04-13,7536,9306
20564,2020-04-13,2020-04-13,22270,15989
20565,2020-04-13,2020-04-13,8391,19868
20566,2020-04-13,2020-04-13,16651,2196
20567,2020-04-13,2020-04-13,28092,40579
20568,2020-04-13,2020-04-13,5126,45856
20569,2020-04-13,2020-04-13,7406,32768
20570,2020-04-13,2020-04-13,30665,33796
20571,2020-04-13,2020-04-13,15661,25791
20572,2020-04-13,2020-04-13,22810,6092
20573,2020-04-13,2020-04-13,20814,35370
20574,2020-04-13,2020-04-13,17621,42023
20575,2020-04-13,2020-04-13,8131,19397
20576,2020-04-13,2020-04-13,28172,22896
20577,2020-04-13,2020-04-13,2537,17841
20578,2020-04-13,2020-04-13,26361,29937
20579,2020-04-13,2020-04-13,25547,33290
20580,2020-04-13,2020-04-13,4729,7123
20581,2020-04-13,2020-04-13,19668,39012
20582,2020-04-13,2020-04-13,4561,44912
20583,2020-04-13,2020-04-13,11058,7689
20584,2020-04-13,2020-04-13,28898,39555
20585,2020-04-13,2020-04-13,11657,13986
20586,2020-04-13,2020-04-13,2967,47278
20587,2020-04-13,2020-04-13,28099,42006
20588,2020-04-13,2020-04-13,5855,38060
20589,2020-04-13,2020-04-13,11157,48699
20590,2020-04-13,2020-04-13,31281,4529
20591,2020-04-13,2020-04-13,17093,35980
20592,2020-04-13,2020-04-13,12633,42574
20593,2020-04-13,2020-04-13,27187,41908
20594,2020-04-13,2020-04-13,21683,51316
20595,2020-04-13,2020-04-13,9862,18276
20596,2020-04-13,2020-04-13,22537,18298
20597,2020-04-13,2020-04-13,20821,27417
20598,2020-04-13,2020-04-13,6715,16521
20599,2020-04-13,2020-04-13,22098,24318
20600,2020-04-13,2020-04-13,19983,1294
20601,2020-04-13,2020-04-13,12199,50861
20602,2020-04-13,2020-04-13,1350,45975
20603,2020-04-13,2020-04-13,13926,34303
20604,2020-04-13,2020-04-13,736,32682
20605,2020-04-13,2020-04-13,6933,48671
20606,2020-04-13,2020-04-13,2892,33542
20607,2020-04-13,2020-04-13,9942,11736
20608,2020-04-13,2020-04-13,10518,42179
20609,2020-04-13,2020-04-13,12839,29013
20610,2020-04-13,2020-04-13,10157,25184
20611,2020-04-13,2020-04-13,14377,50796
20612,2020-04-13,2020-04-13,31439,44983
20613,2020-04-13,2020-04-13,12077,31731
20614,2020-04-13,2020-04-13,15651,4047
20615,2020-04-13,2020-04-13,16743,48680
20616,2020-04-13,2020-04-13,13288,29177
20617,2020-04-13,2020-04-13,25198,20669
20618,2020-04-13,2020-04-13,12250,16934
20619,2020-04-13,2020-04-13,28295,40436
20620,2020-04-13,2020-04-13,7873,35218
20621,2020-04-13,2020-04-13,21100,16041
20622,2020-04-13,2020-04-13,6034,38656
20623,2020-04-13,2020-04-13,1351,19628
20624,2020-04-13,2020-04-13,11246,35406
20625,2020-04-13,2020-04-13,10227,29675
20626,2020-04-13,2020-04-13,21778,20902
20627,2020-04-13,2020-04-13,2428,50641
20628,2020-04-13,2020-04-13,23863,30617
20629,2020-04-13,2020-04-13,14196,25772
20630,2020-04-13,2020-04-13,23865,18048
20631,2020-04-13,2020-04-13,30502,34082
20632,2020-04-13,2020-04-13,24215,1962
20633,2020-04-13,2020-04-13,22243,35184
20634,2020-04-13,2020-04-13,2387,21885
20635,2020-04-13,2020-04-13,6999,13787
20636,2020-04-13,2020-04-13,20449,8192
20637,2020-04-13,2020-04-13,4311,12119
20638,2020-04-13,2020-04-13,25627,8293
20639,2020-04-13,2020-04-13,20852,39967
20640,2020-04-13,2020-04-13,11782,33527
20641,2020-04-13,2020-04-13,28944,50692
20642,2020-04-13,2020-04-13,4068,36184
20643,2020-04-13,2020-04-13,23714,2892
20644,2020-04-13,2020-04-13,15737,28047
20645,2020-04-13,2020-04-13,16283,16855
20646,2020-04-13,2020-04-13,9155,3974
20647,2020-04-13,2020-04-13,18495,35234
20648,2020-04-13,2020-04-13,22628,268
20649,2020-04-13,2020-04-13,26075,3612
20650,2020-04-13,2020-04-13,1272,33819
20651,2020-04-13,2020-04-13,20244,37380
20652,2020-04-13,2020-04-13,8221,45324
20653,2020-04-13,2020-04-13,20624,43379
20654,2020-04-13,2020-04-13,6055,15852
20655,2020-04-13,2020-04-13,30575,22644
20656,2020-04-13,2020-04-13,15462,4875
20657,2020-04-13,2020-04-13,24959,25821
20658,2020-04-13,2020-04-13,6514,28937
20659,2020-04-13,2020-04-13,20057,2277
20660,2020-04-13,2020-04-13,4225,19653
20661,2020-04-13,2020-04-13,28986,49602
20662,2020-04-13,2020-04-13,1401,33409
20663,2020-04-13,2020-04-13,18537,6457
20664,2020-04-13,2020-04-13,14323,10180
20665,2020-04-13,2020-04-13,17367,48697
20666,2020-04-13,2020-04-13,16436,26756
20667,2020-04-13,2020-04-13,15881,46806
20668,2020-04-13,2020-04-13,8544,41187
20669,2020-04-13,2020-04-13,26937,772
20670,2020-04-13,2020-04-13,27329,6754
20671,2020-04-13,2020-04-13,6996,12868
20672,2020-04-13,2020-04-13,17384,26132
20673,2020-04-13,2020-04-13,21787,24038
20674,2020-04-13,2020-04-13,20309,5559
20675,2020-04-13,2020-04-13,24505,25158
20676,2020-04-13,2020-04-13,16306,23186
20677,2020-04-13,2020-04-13,26415,22897
20678,2020-04-13,2020-04-13,27533,19715
20679,2020-04-13,2020-04-13,9263,11919
20680,2020-04-13,2020-04-13,16657,543
20681,2020-04-13,2020-04-13,6472,47749
20682,2020-04-13,2020-04-13,28147,27374
20683,2020-04-13,2020-04-13,3446,37067
20684,2020-04-13,2020-04-13,29782,36330
20685,2020-04-13,2020-04-13,10420,4414
20686,2020-04-13,2020-04-13,19640,44543
20687,2020-04-13,2020-04-13,15280,28009
20688,2020-04-13,2020-04-13,5833,48240
20689,2020-04-13,2020-04-13,29010,25689
20690,2020-04-13,2020-04-13,5127,45574
20691,2020-04-13,2020-04-13,4875,19632
20692,2020-04-13,2020-04-13,17071,15523
20693,2020-04-13,2020-04-13,20201,9168
20694,2020-04-13,2020-04-13,8572,39254
20695,2020-04-13,2020-04-13,5260,25440
20696,2020-04-13,2020-04-13,14774,31429
20697,2020-04-13,2020-04-13,30648,28852
20698,2020-04-13,2020-04-13,12376,23636
20699,2020-04-13,2020-04-13,23890,43422
20700,2020-04-13,2020-04-13,100,620
20701,2020-04-13,2020-04-13,19699,32504
20702,2020-04-13,2020-04-13,18209,29864
20703,2020-04-13,2020-04-13,30098,5182
20704,2020-04-13,2020-04-13,5808,35968
20705,2020-04-13,2020-04-13,12848,20639
20706,2020-04-13,2020-04-13,9787,14399
20707,2020-04-13,2020-04-13,25915,42003
20708,2020-04-13,2020-04-13,23614,30480
20709,2020-04-13,2020-04-13,20961,16429
20710,2020-04-13,2020-04-13,28880,5702
20711,2020-04-13,2020-04-13,26162,11391
20712,2020-04-13,2020-04-13,8784,18922
20713,2020-04-13,2020-04-13,12351,34167
20714,2020-04-13,2020-04-13,9728,48846
20715,2020-04-13,2020-04-13,26295,35421
20716,2020-04-13,2020-04-13,17664,49610
20717,2020-04-13,2020-04-13,20253,46642
20718,2020-04-13,2020-04-13,16186,24183
20719,2020-04-13,2020-04-13,8121,838
20720,2020-04-13,2020-04-13,8370,41316
20721,2020-04-13,2020-04-13,21762,16996
20722,2020-04-13,2020-04-13,22827,24546
20723,2020-04-13,2020-04-13,5232,9824
20724,2020-04-13,2020-04-13,31381,15802
20725,2020-04-13,2020-04-13,15489,11838
20726,2020-04-13,2020-04-13,24499,30382
20727,2020-04-13,2020-04-13,4696,15889
20728,2020-04-13,2020-04-13,3780,12329
20729,2020-04-13,2020-04-13,14277,50935
20730,2020-04-13,2020-04-13,6433,27708
20731,2020-04-13,2020-04-13,5394,42972
20732,2020-04-13,2020-04-13,434,2803
20733,2020-04-13,2020-04-13,30057,7277
20734,2020-04-13,2020-04-13,6626,20285
20735,2020-04-13,2020-04-13,1705,46571
20736,2020-04-13,2020-04-13,13878,6382
20737,2020-04-13,2020-04-13,21480,33808
20738,2020-04-13,2020-04-13,31111,11964
20739,2020-04-13,2020-04-13,8871,34629
20740,2020-04-13,2020-04-13,6647,42005
20741,2020-04-13,2020-04-13,13482,33725
20742,2020-04-13,2020-04-13,13325,531
20743,2020-04-13,2020-04-13,31442,31637
20744,2020-04-13,2020-04-13,24527,37769
20745,2020-04-13,2020-04-13,11785,45538
20746,2020-04-13,2020-04-13,10550,40798
20747,2020-04-13,2020-04-13,2277,15438
20748,2020-04-13,2020-04-13,28143,43460
20749,2020-04-13,2020-04-13,29289,31739
20750,2020-04-13,2020-04-13,17215,28002
20751,2020-04-13,2020-04-13,27029,46545
20752,2020-04-13,2020-04-13,3749,9957
20753,2020-04-13,2020-04-13,3943,49118
20754,2020-04-13,2020-04-13,4588,25481
20755,2020-04-13,2020-04-13,4586,11648
